meaningful	36.25981497038378	24	0.419
game	36.25981497038378	24	0.419
thinking	36.0	36	0.629
support	36.0	36	0.629
rather	36.0	36	0.629
past	36.0	36	0.629
jpi	36.0	36	0.629
relevant	35.0	35	0.611
processes	35.0	35	0.611
intangible	35.0	35	0.611
conservation	35.0	35	0.611
changes	35.0	35	0.611
better	35.0	35	0.611
awareness	35.0	35	0.611
upon	34.74898934661778	23	0.402
sectoral	34.74898934661778	23	0.402
range	34.74898934661778	23	0.402
politics	34.74898934661778	23	0.402
centre	34.74898934661778	23	0.402
among	34.74898934661778	23	0.402
agendas	34.74898934661778	23	0.402
wollentz	34.493233173734794	18	0.314
value systems	34.493233173734794	18	0.314
reviewed literature	34.493233173734794	18	0.314
sub	34.248019436797875	28	0.489
transformation	34.0	34	0.594
preservation	34.0	34	0.594
present	34.0	34	0.594
first	34.0	34	0.594
aims	34.0	34	0.594
sessions	33.238163722851795	22	0.384
inequality	33.238163722851795	22	0.384
concerns	33.238163722851795	22	0.384
seen	33.02487588548366	27	0.472
engagement	33.0	33	0.577
instrument	32.57694244186064	17	0.297
explicitly	32.57694244186064	17	0.297
copernicus	32.57694244186064	17	0.297
would	32.0	32	0.559
inclusive	32.0	32	0.559
protection	31.80173233416945	26	0.454
often	31.80173233416945	26	0.454
infrastructure	31.80173233416945	26	0.454
university	31.727338099085806	21	0.367
literature review	31.727338099085806	21	0.367
cross sectoral	31.727338099085806	21	0.367
art	31.727338099085806	21	0.367
terms	31.0	31	0.542
perspectives	31.0	31	0.542
nature	31.0	31	0.542
long term	31.0	31	0.542
international	31.0	31	0.542
face	31.0	31	0.542
existing	31.0	31	0.542
scientific challenges	30.66065170998648	16	0.280
research projects	30.66065170998648	16	0.280
implications heritage	30.66065170998648	16	0.280
formal	30.66065170998648	16	0.280
csic scientific	30.66065170998648	16	0.280
archaeological	30.66065170998648	16	0.280
uk	30.578588782855242	25	0.437
tangible	30.578588782855242	25	0.437
question	30.578588782855242	25	0.437
section	30.216512475319814	20	0.349
pandemic	30.216512475319814	20	0.349
foresight studies	30.216512475319814	20	0.349
figure	30.216512475319814	20	0.349
experts	30.216512475319814	20	0.349
enhancing	30.216512475319814	20	0.349
national	30.0	30	0.524
inequalities	29.355445231541033	24	0.419
traditional	29.0	29	0.507
risk	29.0	29	0.507
loss	29.0	29	0.507
framework	29.0	29	0.507
collaboration	29.0	29	0.507
understood	28.744360978112326	15	0.262
turn	28.744360978112326	15	0.262
superior	28.744360978112326	15	0.262
peer	28.744360978112326	15	0.262
connected	28.744360978112326	15	0.262
conflict	28.744360978112326	15	0.262
overview	28.705686851553825	19	0.332
move	28.705686851553825	19	0.332
involved	28.705686851553825	19	0.332
february	28.705686851553825	19	0.332
de	28.705686851553825	19	0.332
csic	28.705686851553825	19	0.332
centred	28.705686851553825	19	0.332
scientific	28.132301680226824	23	0.402
promote	28.132301680226824	23	0.402
iccrom	28.132301680226824	23	0.402
dimensions	28.132301680226824	23	0.402
cohesion	28.132301680226824	23	0.402
way	28.0	28	0.489
societies	28.0	28	0.489
science	28.0	28	0.489
recognition	28.0	28	0.489
private	28.0	28	0.489
funding	28.0	28	0.489
address	28.0	28	0.489
action	28.0	28	0.489
require	27.194861227787833	18	0.314
regarding	27.194861227787833	18	0.314
policy areas	27.194861227787833	18	0.314
methodologies	27.194861227787833	18	0.314
lives	27.194861227787833	18	0.314
lack	27.194861227787833	18	0.314
