studies	12.231435513142097	10	0.735
new opportunities	12.231435513142097	10	0.735
greater	12.231435513142097	10	0.735
agencies	12.231435513142097	10	0.735
word	12.086604990127926	8	0.588
strengths	12.086604990127926	8	0.588
strengthened ability	12.086604990127926	8	0.588
respond societal	12.086604990127926	8	0.588
research collaboration	12.086604990127926	8	0.588
image	12.086604990127926	8	0.588
green transition	12.086604990127926	8	0.588
focused	12.086604990127926	8	0.588
dut	12.086604990127926	8	0.588
development goals	12.086604990127926	8	0.588
created new	12.086604990127926	8	0.588
collaboration resulted	12.086604990127926	8	0.588
challenges addressed	12.086604990127926	8	0.588
ability respond	12.086604990127926	8	0.588
strategies	12.0	12	0.882
strategic research	12.0	12	0.882
project	12.0	12	0.882
long	12.0	12	0.882
key	12.0	12	0.882
environment	12.0	12	0.882
different	12.0	12	0.882
consider	12.0	12	0.882
changing	12.0	12	0.882
alliance	12.0	12	0.882
across	12.0	12	0.882
understandable different	11.49774439124493	6	0.441
sustainable growth	11.49774439124493	6	0.441
parallel break	11.49774439124493	6	0.441
order strengthen	11.49774439124493	6	0.441
notetakers fsp	11.49774439124493	6	0.441
jargon	11.49774439124493	6	0.441
groups group	11.49774439124493	6	0.441
groups discuss	11.49774439124493	6	0.441
green technologies	11.49774439124493	6	0.441
food systems	11.49774439124493	6	0.441
draft vision	11.49774439124493	6	0.441
discuss record	11.49774439124493	6	0.441
ccs	11.49774439124493	6	0.441
attendees	11.49774439124493	6	0.441
resilience cultural	11.008291961827886	9	0.662
put	11.008291961827886	9	0.662
partners	11.008291961827886	9	0.662
joint research	11.008291961827886	9	0.662
industries	11.008291961827886	9	0.662
improved	11.008291961827886	9	0.662
high	11.008291961827886	9	0.662
focus	11.008291961827886	9	0.662
final	11.008291961827886	9	0.662
capacity building	11.008291961827886	9	0.662
april	11.008291961827886	9	0.662
value	11.0	11	0.809
use	11.0	11	0.809
two	11.0	11	0.809
resilient	11.0	11	0.809
made	11.0	11	0.809
interdisciplinary	11.0	11	0.809
including	11.0	11	0.809
goals	11.0	11	0.809
funded	11.0	11	0.809
following	11.0	11	0.809
capacity	11.0	11	0.809
addressed	11.0	11	0.809
unique partnership	10.575779366361935	7	0.515
tackle	10.575779366361935	7	0.515
stimulate	10.575779366361935	7	0.515
scaled	10.575779366361935	7	0.515
public survey	10.575779366361935	7	0.515
opportunities cultural	10.575779366361935	7	0.515
mentimeter	10.575779366361935	7	0.515
funding agencies	10.575779366361935	7	0.515
drivers identified	10.575779366361935	7	0.515
different audiences	10.575779366361935	7	0.515
audiences	10.575779366361935	7	0.515
visioning	10.0	10	0.735
three	10.0	10	0.735
term	10.0	10	0.735
stakeholder	10.0	10	0.735
specific	10.0	10	0.735
societal challenges	10.0	10	0.735
priorities	10.0	10	0.735
order	10.0	10	0.735
may	10.0	10	0.735
level	10.0	10	0.735
inclusion	10.0	10	0.735
health	10.0	10	0.735
good	10.0	10	0.735
framework	10.0	10	0.735
first	10.0	10	0.735
enable	10.0	10	0.735
using	9.785148410513678	8	0.588
union european	9.785148410513678	8	0.588
threats	9.785148410513678	8	0.588
table	9.785148410513678	8	0.588
strength	9.785148410513678	8	0.588
resulted	9.785148410513678	8	0.588
respond	9.785148410513678	8	0.588
promote	9.785148410513678	8	0.588
make	9.785148410513678	8	0.588
jpi sria	9.785148410513678	8	0.588
introduction	9.785148410513678	8	0.588
instruments	9.785148410513678	8	0.588
innovative	9.785148410513678	8	0.588
importance	9.785148410513678	8	0.588
holistic approach	9.785148410513678	8	0.588
food	9.785148410513678	8	0.588
discussed	9.785148410513678	8	0.588
discuss	9.785148410513678	8	0.588
cloud	9.785148410513678	8	0.588
certain	9.785148410513678	8	0.588
benefit	9.785148410513678	8	0.588
approach cultural	9.785148410513678	8	0.588
workshops attend	9.581453659370776	5	0.368
wednesday june	9.581453659370776	5	0.368
wednesday	9.581453659370776	5	0.368
water security	9.581453659370776	5	0.368
urban transitions	9.581453659370776	5	0.368
